GUBERNATURA
07/06/2021 13:20 (UTC-5)
ACTAS_ESPERADAS,ACTAS_REGISTRADAS,ACTAS_FUERA_CATALOGO,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_INCONSISTENCIAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,TOTAL_VOTOS_C_CS,TOTAL_VOTOS_S_CS,PORCENTAJE_PARTICIPACION_CIUDADANA
1190,969,3,966,81.1764,928,77.9831,2.1008,38,524789,328842,327026,62.3157

CLAVE_CASILLA,CLAVE_ACTA,ID_ESTADO,ESTADO,ID_DISTRITO_LOCAL,DISTRITO_LOCAL,SECCION,ID_CASILLA,TIPO_CASILLA,EXT_CONTIGUA,UBICACION_CASILLA,TIPO_ACTA,TOTAL_BOLETAS_SOBRANTES,TOTAL_PERSONAS_VOTARON,TOTAL_REP_PARTIDO_CI_VOTARON,TOTAL_VOTOS_SACADOS,PAN,PRI,PRD,PT,PVEM,MC,MOR,PES,RSP,FM,C_PAN_PRI_PRD,C_PAN_PRI,C_PAN_PRD,C_PRI_PRD,C_PT_MOR,NO_REGISTRADOS,NULOS,TOTAL_VOTOS_ASENTADO,TOTAL_VOTOS_CALCULADO,LISTA_NOMINAL,REPRESENTANTES_PP_CI,OBSERVACIONES,CONTABILIZADA,MECANISMOS_TRASLADO,SHA,FECHA_HORA_ACOPIO,FECHA_HORA_CAPTURA,FECHA_HORA_VERIFICACION,ORIGEN,DIGITALIZACION,TIPO_DOCUMENTO
040349C0100,040349C010005,04,CAMPECHE,015,015. CHAMPOTON,0349,01,C,00,2,5,191,418,6,0,57,61,3,4,1,87,175,6,2,1,8,0,1,1,1,0,10,418,418,589,6,,1,F,5b8d2e4d8f0294127decbf8d02584d2de75804e0cdb9539f70adb917056872ae,07/06/2021 09:43:00,07/06/2021 09:48:02,07/06/2021 10:00:06,CATD,ESCANER,ACTA PREP
040350B0100,040350B010005,04,CAMPECHE,015,015. CHAMPOTON,0350,01,B,00,2,5,,,,,,,,,,,,,,,,,,,,,,,,507,,,,,,,,,,,
040350C0100,040350C010005,04,CAMPECHE,015,015. CHAMPOTON,0350,01,C,00,2,5,185,357,5,362,16,77,6,2,1,85,155,4,6,1,0,0,0,0,0,0,9,362,362,507,5,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,09f23054639edbb2ed400df259143e1b6ecdd12b1fecdd72dbed63135c6efeaa,07/06/2021 10:08:00,07/06/2021 10:19:13,,CATD,ESCANER,ACTA PREP
040350C0200,040350C020005,04,CAMPECHE,015,015. CHAMPOTON,0350,02,C,00,2,5,164,363,3,370,15,99,2,0,0,73,158,5,7,3,0,0,0,0,1,0,7,370,370,507,3,,1,F,8a37571683cdbf9f27a5d6ea4186b5830a29b19ef977a5802fcf86c6b234ccff,07/06/2021 07:47:00,07/06/2021 07:56:06,,CATD,ESCANER,ACTA PREP
040351B0100,040351B010005,04,CAMPECHE,015,015. CHAMPOTON,0351,01,B,00,2,5,142,380,13,393,20,83,1,2,0,161,105,1,4,1,1,2,0,0,2,0,7,393,390,515,13,,1,F,e489d610ccdc394caf0e92aa140101882379b1664b2d439f7beb389bb1c3cf09,07/06/2021 05:53:00,07/06/2021 05:56:19,07/06/2021 06:20:04,CATD,ESCANER,ACTA PREP
040352B0100,040352B010005,04,CAMPECHE,016,016. SEYBAPLAYA,0352,01,B,00,2,5,,,,,,,,,,,,,,,,,,,,,,,,631,,,,,,,,,,,
040353B0100,040353B010005,04,CAMPECHE,015,015. CHAMPOTON,0353,01,B,00,2,5,120,296,6,296,9,95,2,1,0,92,84,1,4,1,1,0,0,0,0,0,6,296,296,396,6,,1,F,2239953493de9e7df7eed4d7546916fb56bd7a44b4be136a225d244a85315701,07/06/2021 03:30:00,07/06/2021 03:34:18,07/06/2021 03:40:06,CATD,ESCANER,ACTA PREP
040354B0100,040354B010005,04,CAMPECHE,016,016. SEYBAPLAYA,0354,01,B,00,2,5,,,,,,,,,,,,,,,,,,,,,,,,738,,,,,,,,,,,
040355B0100,040355B010005,04,CAMPECHE,015,015. CHAMPOTON,0355,01,B,00,2,5,62,215,15,230,6,83,4,2,1,33,90,2,1,1,0,0,0,1,0,0,6,230,230,272,15,,1,F,75666a6962776b39af27129679b522de95f733d88afc6463ab33a6d09f64e70d,07/06/2021 07:56:00,07/06/2021 08:02:56,07/06/2021 08:20:05,CATD,ESCANER,ACTA PREP
040356B0100,040356B010005,04,CAMPECHE,021,021. XPUJIL,0356,01,B,00,2,5,280,445,2,435,7,86,40,7,8,126,146,3,1,3,5,0,0,1,0,0,2,435,435,706,2,,1,F,b76aa304d6fb1e023113f8a6bdc4bc421773726e785d40e8e52f764b1a6c94a2,07/06/2021 11:41:00,07/06/2021 11:44:22,07/06/2021 12:00:06,CATD,ESCANER,ACTA PREP
040356C0100,040356C010005,04,CAMPECHE,021,021. XPUJIL,0356,01,C,00,2,5,318,408,8,412,6,91,28,3,3,120,145,5,3,0,1,0,0,0,0,0,7,412,412,705,8,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,9ef4ae9055a42644224075cc530581b78877db223fc6f4ed64482233849ef218,07/06/2021 10:27:00,07/06/2021 10:32:16,07/06/2021 10:40:04,CATD,ESCANER,ACTA PREP
040356C0200,040356C020005,04,CAMPECHE,021,021. XPUJIL,0356,02,C,00,2,5,358,422,13,435,6,74,24,5,8,115,166,5,3,2,7,0,0,1,2,2,14,435,434,705,13,,1,F,df6971af8eb10a5e78fe57211afcc32769b30872872f5f65446dfa9dce3289ad,07/06/2021 11:22:00,07/06/2021 11:32:55,,CATD,ESCANER,ACTA PREP
040357B0100,040357B010005,04,CAMPECHE,021,021. XPUJIL,0357,01,B,00,2,5,241,443,1,444,7,141,35,5,2,67,160,2,6,2,5,0,0,3,0,0,9,444,444,665,1,,1,F,0a1b580ab15fa65a84638eefba8cefba557ad199df6905820fa5fbe55c62d67d,07/06/2021 11:47:00,07/06/2021 11:52:23,07/06/2021 12:00:06,CATD,ESCANER,ACTA PREP
040358B0100,040358B010005,04,CAMPECHE,021,021. XPUJIL,0358,01,B,00,2,5,,,,,,,,,,,,,,,,,,,,,,,,343,,,,,,,,,,,
040361B0100,040361B010005,04,CAMPECHE,021,021. XPUJIL,0361,01,B,00,2,5,319,442,0,442,5,54,34,4,8,121,183,7,4,0,5,0,0,0,0,0,17,442,442,741,0,,1,F,a508101ea9e8481820c22fab66cd6ecf2ba6aae49931983acb5469b21e647010,07/06/2021 12:08:00,07/06/2021 12:11:15,07/06/2021 12:20:05,CATD,ESCANER,ACTA PREP
040361C0100,040361C010005,04,CAMPECHE,021,021. XPUJIL,0361,01,C,00,2,5,,,,,,,,,,,,,,,,,,,,,,,,741,,,,,,,,,,,
040428B0100,040428B010005,04,CAMPECHE,020,020. PALIZADA,0428,01,B,00,1,5,158,541,10,551,3,266,1,13,0,124,133,0,0,1,5,0,0,0,1,0,4,551,551,689,10,,1,F,c2dcc08f2895daed80e20314bc89226071ab3e89140dd72d5bd4d8cddce48e00,07/06/2021 04:35:00,07/06/2021 04:42:39,07/06/2021 05:00:06,CATD,ESCANER,ACTA PREP
040428C0100,040428C010005,04,CAMPECHE,020,020. PALIZADA,0428,01,C,00,1,5,159,544,6,550,7,246,1,21,1,110,146,0,0,0,5,1,0,1,1,0,10,550,550,689,6,,1,F,ce20fae3f6f6414fffb4feaedf472f53b0a69f5e4d34a83b41f78562b8a7959d,07/06/2021 06:25:00,07/06/2021 06:30:05,07/06/2021 06:40:05,CATD,ESCANER,ACTA PREP
040429B0100,040429B010005,04,CAMPECHE,020,020. PALIZADA,0429,01,B,00,2,5,179,537,10,547,6,210,7,29,1,129,145,0,1,0,4,1,0,1,4,0,9,547,547,706,10,,1,F,b6b58860e1f453a4c079fdc8fe0c1ff0ac4f52617ca2d75ed5fe6dae4348ad79,07/06/2021 07:12:00,07/06/2021 07:16:00,07/06/2021 07:20:05,CATD,ESCANER,ACTA PREP
040429C0100,040429C010005,04,CAMPECHE,020,020. PALIZADA,0429,01,C,00,2,5,190,535,11,535,5,175,0,35,2,134,163,0,2,2,4,0,0,1,1,0,11,535,535,706,11,,1,F,974516cd1ebbec31d7b1c0e424b974fdbb565db11b35d41226775a3b24aaba29,07/06/2021 07:02:00,07/06/2021 07:11:34,,CATD,ESCANER,ACTA PREP
040429C0200,040429C020005,04,CAMPECHE,020,020. PALIZADA,0429,02,C,00,2,5,190,523,12,535,5,188,4,19,2,135,156,3,1,1,6,1,0,2,0,0,12,535,535,705,12,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,e6b833fee0b9599819d22ecb07a150e5615a66f97b2224b5e40394b7343a9bec,07/06/2021 05:30:00,07/06/2021 05:33:47,07/06/2021 05:40:05,CATD,ESCANER,ACTA PREP
040430B0100,040430B010005,04,CAMPECHE,020,020. PALIZADA,0430,01,B,00,2,5,83,332,4,336,0,73,1,38,0,117,95,0,2,0,1,0,0,0,0,0,9,336,336,399,4,,1,F,bbab0b968ce0e6de450ca8a9378f6fd28e49e188fcafc2b704b07ac7c4c9b6aa,07/06/2021 01:57:00,07/06/2021 02:08:17,07/06/2021 02:20:04,CATD,ESCANER,ACTA PREP
040431B0100,040431B010005,04,CAMPECHE,020,020. PALIZADA,0431,01,B,00,2,5,178,574,0,574,1,160,6,24,0,179,191,2,1,0,0,0,0,0,0,0,10,574,574,732,0,,1,F,df445922a985dbbed311feb5085f74a62e41958e4162bf162597235536552343,07/06/2021 08:38:00,07/06/2021 08:43:11,07/06/2021 09:00:05,CATD,ESCANER,ACTA PREP
040432B0100,040432B010005,04,CAMPECHE,020,020. PALIZADA,0432,01,B,00,2,5,74,380,9,389,4,143,3,21,0,111,96,0,1,0,1,0,0,0,1,0,8,389,389,443,9,,1,F,1c45e87f00591ac73185217010b8213ce9903024ba6df2d5fcccbd372d271d94,07/06/2021 02:12:00,07/06/2021 02:16:02,07/06/2021 02:20:05,CATD,ESCANER,ACTA PREP
040433B0100,040433B010005,04,CAMPECHE,020,020. PALIZADA,0433,01,B,00,2,5,0,0,0,0,2,132,2,36,0,148,171,3,5,0,8,0,0,0,0,0,9,519,516,624,0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,a1a0aab94a9939d975986a2700a49b76b04904fe7768845b553263d084809dcb,07/06/2021 02:48:00,07/06/2021 03:10:47,07/06/2021 03:20:05,CATD,ESCANER,ACTA PREP
040434B0100,040434B010005,04,CAMPECHE,020,020. PALIZADA,0434,01,B,00,2,5,51,169,0,169,0,84,1,3,0,20,57,0,1,0,1,0,0,0,1,0,1,169,169,200,0,,1,F,925fd8e739ba9e09c3fb88eef6110a1dc7be84b1297bac1876687c94d5db1398,07/06/2021 01:40:00,07/06/2021 01:45:48,07/06/2021 02:00:07,CATD,ESCANER,ACTA PREP
040435B0100,040435B010005,04,CAMPECHE,020,020. PALIZADA,0435,01,B,00,2,5,149,461,6,461,2,151,8,30,1,120,136,3,1,0,2,0,0,0,1,0,6,461,461,591,6,,1,F,55e58b180ffaf9b90b96b898a682b3726a83021ab16988a302f9e71ff57dd95a,07/06/2021 02:32:00,07/06/2021 02:38:27,07/06/2021 03:00:08,CATD,ESCANER,ACTA PREP
040436B0100,040436B010005,04,CAMPECHE,020,020. PALIZADA,0436,01,B,00,2,5,30,78,17,95,1,23,0,7,0,30,28,0,1,0,1,0,0,0,1,0,3,95,95,105,17,,1,F,bef2803bc767b58520147fa99e9f4a20d5533bf2653fb87952cf386c2c302291,06/06/2021 21:59:00,06/06/2021 22:06:51,06/06/2021 22:20:05,CATD,ESCANER,ACTA PREP
040439B0100,040439B010005,04,CAMPECHE,020,020. PALIZADA,0439,01,B,00,2,5,,,,,,,,,,,,,,,,,,,,,,,,396,,,,,,,,,,,
040439C0100,040439C010005,04,CAMPECHE,020,020. PALIZADA,0439,01,C,00,2,5,71,339,5,0,0,150,0,0,0,32,156,0,1,0,0,0,0,0,0,0,5,344,344,395,5,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,ddefcb90bf2ace021ba2e40cd3298ef3d718b1b583bde648c32737b547875c1a,06/06/2021 22:52:00,06/06/2021 23:17:30,06/06/2021 23:40:04,CATD,ESCANER,ACTA PREP
040448B0100,040448B010005,04,CAMPECHE,013,013. ESCARCEGA,0448,01,B,00,2,5,259,383,8,391,12,65,3,3,0,153,128,1,3,0,8,3,0,0,2,1,9,391,391,636,8,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,46636e8f772502e299118211cf1c371988c9e538cc6076ed30641a1b5cbd0145,07/06/2021 04:00:00,07/06/2021 04:04:23,07/06/2021 04:20:05,CATD,ESCANER,ACTA PREP
040448C0100,040448C010005,04,CAMPECHE,013,013. ESCARCEGA,0448,01,C,00,2,5,304,346,6,350,14,67,1,4,1,137,103,1,3,3,9,0,0,0,0,0,10,350,353,636,6,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,1540c4ab1fe26eb05d0fffa4648072ef292747734cc7f61c115da6fb4697330c,07/06/2021 04:16:00,07/06/2021 04:21:15,07/06/2021 04:40:06,CATD,ESCANER,ACTA PREP
040448C0200,040448C020005,04,CAMPECHE,013,013. ESCARCEGA,0448,02,C,00,2,5,299,349,5,357,23,62,2,3,5,145,92,4,2,1,1,1,0,0,0,0,15,357,356,636,5,,1,F,d3a53056d29c91a0f50c59752b259fb62be5d4c928a952a8eef62a13c08d0411,07/06/2021 04:27:00,07/06/2021 04:38:07,07/06/2021 04:40:06,CATD,ESCANER,ACTA PREP
040448C0300,040448C030005,04,CAMPECHE,013,013. ESCARCEGA,0448,03,C,00,2,5,321,325,11,0,18,64,0,4,2,143,81,4,0,1,3,4,0,1,0,0,12,337,337,636,11,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,a0699bde686c902321fbdee3c9ae621d836333738aef4ffcf7bf6ea502bfb440,07/06/2021 04:32:00,07/06/2021 04:47:29,07/06/2021 05:00:06,CATD,ESCANER,ACTA PREP
040448C0400,040448C040005,04,CAMPECHE,013,013. ESCARCEGA,0448,04,C,00,2,5,317,336,3,339,26,49,2,5,4,144,95,0,1,0,1,0,0,0,2,1,9,339,339,636,3,,1,F,a05aad236ad28af9f5ab305faf7d7bd3980e08f53203ca065d02018f1ffd6dbf,07/06/2021 04:47:00,07/06/2021 04:51:03,07/06/2021 05:00:06,CATD,ESCANER,ACTA PREP
040449B0100,040449B010005,04,CAMPECHE,013,013. ESCARCEGA,0449,01,B,00,1,5,346,387,3,390,24,76,1,6,10,140,111,1,1,1,6,4,1,0,2,0,5,390,389,716,3,,1,F,5f6601501a95d7e6de29b4ffec120d3ed3837c2f320ea1cd2151ef03be6a6566,07/06/2021 11:17:00,07/06/2021 11:24:22,07/06/2021 11:40:05,CATD,ESCANER,ACTA PREP
040449C0100,040449C010005,04,CAMPECHE,013,013. ESCARCEGA,0449,01,C,00,1,5,333,339,3,402,21,86,1,2,4,134,125,1,0,0,6,2,0,0,1,0,19,402,402,715,3,,1,F,bd89dfed486f2393a7d92fdbbb52bb6ff706ba04f79b8e843feaf503adfe4102,07/06/2021 03:30:00,07/06/2021 03:51:22,,CATD,ESCANER,ACTA PREP
040450B0100,040450B010005,04,CAMPECHE,013,013. ESCARCEGA,0450,01,B,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,673,,,,,,,,,,,
040450C0100,040450C010005,04,CAMPECHE,013,013. ESCARCEGA,0450,01,C,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,672,,,,,,,,,,,
040451B0100,040451B010005,04,CAMPECHE,013,013. ESCARCEGA,0451,01,B,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,615,,,,,,,,,,,
040451C0100,040451C010005,04,CAMPECHE,013,013. ESCARCEGA,0451,01,C,00,1,5,291,335,9,344,16,70,2,3,8,116,93,2,7,0,7,4,0,1,1,0,14,344,344,615,9,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,4531e309e7c1cb3a18cfb3a3c4fd4d894dcd8f30d0cc8c321e65c0b811604eef,07/06/2021 07:08:00,07/06/2021 07:12:15,07/06/2021 07:20:05,CATD,ESCANER,ACTA PREP
040451C0200,040451C020005,04,CAMPECHE,013,013. ESCARCEGA,0451,02,C,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,615,,,,,,,,,,,
040452B0100,040452B010005,04,CAMPECHE,013,013. ESCARCEGA,0452,01,B,00,1,5,236,369,7,370,20,98,0,0,0,138,98,1,0,1,5,8,1,0,0,0,0,370,370,591,7,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,928d8d8350776fe33f02702b6523da22071837ddda829aea401680a5cdf5cfe2,06/06/2021 22:51:00,06/06/2021 23:27:14,,CATD,ESCANER,ACTA PREP
040453B0100,040453B010005,04,CAMPECHE,013,013. ESCARCEGA,0453,01,B,00,1,5,170,264,0,264,11,52,1,3,0,111,68,1,1,0,8,0,0,0,1,0,7,264,264,414,0,,1,F,51ab69e53324c2a9d6d55c98e7a1e4f7867b460fc6ed8d309926bddd7cf41846,07/06/2021 11:10:00,07/06/2021 11:15:33,07/06/2021 11:20:04,CATD,ESCANER,ACTA PREP
040453C0100,040453C010005,04,CAMPECHE,013,013. ESCARCEGA,0453,01,C,00,1,5,172,262,6,0,13,46,1,4,2,109,72,0,1,0,5,0,0,0,3,0,6,262,262,414,6,,1,F,930b4ef70c8767a164a80fe6410fef5a99bd0ac06a5d929de57cec0aad39d31a,07/06/2021 08:29:00,07/06/2021 08:34:16,07/06/2021 08:40:05,CATD,ESCANER,ACTA PREP
040454B0100,040454B010005,04,CAMPECHE,013,013. ESCARCEGA,0454,01,B,00,1,5,303,413,4,0,19,99,2,1,1,0,0,2,1,0,2,3,1,1,1,1,1,0,135,705,4,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,d648c2f1839d5e57dc80a759cbe8f3db8451c1046bbb5dc53a85c31afe3adbd9,07/06/2021 05:39:00,07/06/2021 05:53:19,,CATD,ESCANER,ACTA PREP
040454C0100,040454C010005,04,CAMPECHE,013,013. ESCARCEGA,0454,01,C,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,704,,,,,,,,,,,
040454C0200,040454C020005,04,CAMPECHE,013,013. ESCARCEGA,0454,02,C,00,1,5,313,413,6,412,24,102,1,2,1,158,102,1,1,0,5,4,0,0,0,0,11,412,412,704,6,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,e9efcecb3ed1519ce1a4e19f3f50db4eed1f37ded2489c105c7b1ec398c49040,07/06/2021 03:38:00,07/06/2021 03:42:45,07/06/2021 04:00:06,CATD,ESCANER,ACTA PREP
040455B0100,040455B010005,04,CAMPECHE,013,013. ESCARCEGA,0455,01,B,00,2,5,,,,,,,,,,,,,,,,,,,,,,,,517,,,,,,,,,,,
040455C0100,040455C010005,04,CAMPECHE,013,013. ESCARCEGA,0455,01,C,00,2,5,257,268,12,280,10,63,1,7,3,81,98,5,1,0,1,0,0,0,0,0,10,280,280,517,12,,1,F,fe6461cc81dec49dfc4215c855cad34cf145b3bc13a8bb02d00f92f3715d92a1,07/06/2021 12:35:00,07/06/2021 12:38:24,07/06/2021 12:40:05,CATD,ESCANER,ACTA PREP
040455C0200,040455C020005,04,CAMPECHE,013,013. ESCARCEGA,0455,02,C,00,2,5,,,,,,,,,,,,,,,,,,,,,,,,517,,,,,,,,,,,
040456B0100,040456B010005,04,CAMPECHE,013,013. ESCARCEGA,0456,01,B,00,1,5,0,0,0,254,14,49,2,3,4,108,55,2,2,0,4,1,0,0,0,0,10,0,254,446,0,,1,F,633fb9481e9f55d85d1a55445e9569978cfa7b7638ff8e8d9b1ebf4882e351ce,06/06/2021 23:10:00,06/06/2021 23:37:13,,CATD,ESCANER,ACTA PREP
040456C0100,040456C010005,04,CAMPECHE,013,013. ESCARCEGA,0456,01,C,00,1,5,217,243,5,248,10,46,1,4,0,95,77,1,0,0,2,2,0,0,2,0,8,248,248,445,5,,1,F,0a2b8e04f71b81959644f2dc6644a13d584fbcc579c52fd04492613cd5bd20a3,06/06/2021 23:30:00,06/06/2021 23:36:47,06/06/2021 23:40:05,CATD,ESCANER,ACTA PREP
040457B0100,040457B010005,04,CAMPECHE,013,013. ESCARCEGA,0457,01,B,00,1,5,242,505,6,511,17,128,2,3,6,222,98,1,3,0,8,1,0,0,2,0,20,511,511,733,6,,1,F,d372bbc71bf5583ff665f8536726e728fc1e858556e29748edfb2e2f46a80add,07/06/2021 02:45:00,07/06/2021 02:54:32,,CATD,ESCANER,ACTA PREP
040458B0100,040458B010005,04,CAMPECHE,013,013. ESCARCEGA,0458,01,B,00,1,5,182,306,3,309,9,89,1,0,1,106,87,3,2,0,3,2,0,0,1,0,5,309,309,474,3,,1,F,65e6a061e474effa32c8c0c1597be076afa64dbacf7ae1ba744c33c27364fbf8,07/06/2021 02:58:00,07/06/2021 03:01:10,07/06/2021 03:20:05,CATD,ESCANER,ACTA PREP
040458C0100,040458C010005,04,CAMPECHE,013,013. ESCARCEGA,0458,01,C,00,1,5,209,276,7,283,13,64,0,1,1,118,69,0,3,0,3,0,0,0,3,0,8,283,283,473,7,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,6dd15b03bbacb58a2465e21790709fe46ec7fbfbcd78600f1879bbf21edb14c9,07/06/2021 03:15:00,07/06/2021 03:20:47,07/06/2021 03:40:05,CATD,ESCANER,ACTA PREP
040459B0100,040459B010005,04,CAMPECHE,013,013. ESCARCEGA,0459,01,B,00,1,5,318,434,7,0,25,84,5,10,3,192,98,0,1,0,7,4,0,0,1,0,11,441,441,739,7,,1,F,775a8dc70fb4c66313198ce3538cb0c986adc079cf138ec8f906f05213d3b1a1,07/06/2021 07:34:00,07/06/2021 07:39:23,07/06/2021 08:00:07,CATD,ESCANER,ACTA PREP
040460B0100,040460B010005,04,CAMPECHE,013,013. ESCARCEGA,0460,01,B,00,1,5,260,388,8,394,0,0,0,0,2,177,89,4,1,0,115,0,0,0,0,0,0,394,388,634,8,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,e51419a3fb0e4b1a6cd949558f524659c5c9199f32b8a7b881a39f3752220b20,07/06/2021 10:22:00,07/06/2021 10:27:45,07/06/2021 10:40:04,CATD,ESCANER,ACTA PREP
040460S0100,040460S010005,04,CAMPECHE,013,013. ESCARCEGA,0460,01,S,00,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EXCEDE LISTA NOMINAL,0,F,0ec1d947e4721a7813a4e9c564ce17b35031dcd849ad02837d7b4b021e64ffbf,07/06/2021 10:42:00,07/06/2021 10:47:45,07/06/2021 11:00:06,CATD,ESCANER,ACTA PREP
040461B0100,040461B010005,04,CAMPECHE,013,013. ESCARCEGA,0461,01,B,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,620,,,,,,,,,,,
040461C0100,040461C010005,04,CAMPECHE,013,013. ESCARCEGA,0461,01,C,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,619,,,,,,,,,,,
040462B0100,040462B010005,04,CAMPECHE,013,013. ESCARCEGA,0462,01,B,00,1,5,281,274,9,283,9,64,1,3,1,113,63,3,2,2,7,1,0,0,1,0,13,283,283,544,9,,1,F,b97c3585430285f51f2428477b54fe4cdca45f88ac89ffe9c310affc976cd921,07/06/2021 10:59:00,07/06/2021 11:05:08,07/06/2021 11:20:04,CATD,ESCANER,ACTA PREP
040462C0100,040462C010005,04,CAMPECHE,013,013. ESCARCEGA,0462,01,C,00,1,5,262,295,6,301,14,50,1,5,1,126,79,3,3,1,3,3,0,0,1,0,11,301,301,543,6,,1,F,a791686ee7df18e124a6df99ec96dd2098747cb422927e50d88006192325661f,07/06/2021 07:46:00,07/06/2021 07:50:40,07/06/2021 08:00:07,CATD,ESCANER,ACTA PREP
040463B0100,040463B010005,04,CAMPECHE,013,013. ESCARCEGA,0463,01,B,00,1,5,236,399,6,397,40,94,3,2,2,145,89,4,4,1,3,2,0,0,1,0,7,397,397,615,6,,1,F,ba050639509fcca44bd3e9957218d6dfc530a59efbe143b582bd9f535912cdbf,07/06/2021 07:56:00,07/06/2021 08:00:52,07/06/2021 08:20:05,CATD,ESCANER,ACTA PREP
040463C0100,040463C010005,04,CAMPECHE,013,013. ESCARCEGA,0463,01,C,00,1,5,262,367,6,375,19,88,1,1,3,157,89,1,0,2,3,4,0,0,0,0,7,375,375,615,6,,1,F,79f51e9cb30e9ee8571b59ff9f8c96053c8c6cb29a565799582400f73381bbf5,07/06/2021 08:19:00,07/06/2021 08:22:37,07/06/2021 08:40:05,CATD,ESCANER,ACTA PREP
040464B0100,040464B010005,04,CAMPECHE,013,013. ESCARCEGA,0464,01,B,00,1,5,335,342,10,352,10,77,1,6,1,143,85,3,3,1,3,2,0,0,0,0,15,352,350,666,10,,1,F,9f1bda969aea9dff82e82d62fb828fa341fd37ebc58585c7ecae94f829caa7f9,07/06/2021 11:49:00,07/06/2021 11:52:57,07/06/2021 12:00:06,CATD,ESCANER,ACTA PREP
040464C0100,040464C010005,04,CAMPECHE,013,013. ESCARCEGA,0464,01,C,00,1,5,332,352,2,354,17,83,3,7,1,126,96,3,2,0,1,1,0,0,0,0,13,354,353,665,2,,1,F,b2a687e6e355d394e4646b8cc4166307771b34f92a3fa54a59e3302cd2f504e1,07/06/2021 12:15:00,07/06/2021 12:24:16,07/06/2021 12:40:05,CATD,ESCANER,ACTA PREP
040464C0200,040464C020005,04,CAMPECHE,013,013. ESCARCEGA,0464,02,C,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,665,,,,,,,,,,,
040465B0100,040465B010005,04,CAMPECHE,013,013. ESCARCEGA,0465,01,B,00,2,5,127,248,0,248,3,59,3,2,2,73,96,2,1,0,3,1,0,0,0,0,3,248,248,355,0,,1,F,88d2a0a428dccf4e4c6da9b0bb0c70fdd1a67a1d4b6cbda62ffe5ef1a1c02510,07/06/2021 08:38:00,07/06/2021 08:41:02,07/06/2021 09:00:05,CATD,ESCANER,ACTA PREP
040466B0100,040466B010005,04,CAMPECHE,013,013. ESCARCEGA,0466,01,B,00,2,5,138,158,1,159,12,33,3,3,3,60,39,2,1,0,2,0,0,0,0,0,1,159,159,277,1,,1,F,ac7e8481b64a3074c97693bf17a219c42a15533ba0cfbc5874e26dd5baa71123,06/06/2021 22:27:00,06/06/2021 22:34:22,06/06/2021 22:40:06,CATD,ESCANER,ACTA PREP
040466E0100,040466E010005,04,CAMPECHE,013,013. ESCARCEGA,0466,01,E,00,2,5,77,166,2,168,25,42,2,3,0,59,27,1,2,0,1,1,1,0,0,0,4,168,168,225,2,,1,F,ee29ccb45226017d5b08c644a6a6644a4982f20a77469297352a0797a2f35ea8,07/06/2021 03:49:00,07/06/2021 03:51:33,07/06/2021 04:00:07,CATD,ESCANER,ACTA PREP
040467B0100,040467B010005,04,CAMPECHE,021,021. XPUJIL,0467,01,B,00,2,5,230,408,0,6,9,92,2,7,1,96,165,6,9,3,0,0,0,0,1,0,11,402,402,619,0,,1,F,307783b37b21ab344ca55fc22e7d7a487c074f504a75dbcd94ef99493d4471f2,07/06/2021 12:11:00,07/06/2021 12:29:08,,CATD,ESCANER,ACTA PREP
040468B0100,040468B010005,04,CAMPECHE,021,021. XPUJIL,0468,01,B,00,2,5,318,417,4,421,15,111,2,5,4,114,142,6,2,3,4,1,0,0,0,0,11,421,420,718,4,,1,F,10c50b7b53397579e1ca122f28b2d3d138e35927c129b6e6607ce3d6c458ca06,07/06/2021 11:57:00,07/06/2021 12:03:15,07/06/2021 12:20:04,CATD,ESCANER,ACTA PREP
