AYUNTAMIENTOS
07/06/2021 14:40 (UTC-5)
ACTAS_ESPERADAS,ACTAS_REGISTRADAS,ACTAS_FUERA_CATALOGO,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_INCONSISTENCIAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,TOTAL_VOTOS_C_CS,TOTAL_VOTOS_S_CS,PORCENTAJE_PARTICIPACION_CIUDADANA
1193,927,3,924,77.4518,905,75.8591,1.5926,19,501897,319528,318877,63.5343

CLAVE_CASILLA,CLAVE_ACTA,ID_ESTADO,ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCION,ID_CASILLA,TIPO_CASILLA,EXT_CONTIGUA,UBICACION_CASILLA,TIPO_ACTA,TOTAL_BOLETAS_SOBRANTES,TOTAL_PERSONAS_VOTARON,TOTAL_REP_PARTIDO_CI_VOTARON,TOTAL_VOTOS_SACADOS,PAN,PRI,PRD,PT,PVEM,MC,MOR,PES,RSP,FM,CAND_IND_1,C_PAN_PRI_PRD,C_PAN_PRI,C_PAN_PRD,C_PRI_PRD,NO_REGISTRADOS,NULOS,TOTAL_VOTOS_ASENTADO,TOTAL_VOTOS_CALCULADO,LISTA_NOMINAL,REPRESENTANTES_PP_CI,OBSERVACIONES,CONTABILIZADA,MECANISMOS_TRASLADO,SHA,FECHA_HORA_ACOPIO,FECHA_HORA_CAPTURA,FECHA_HORA_VERIFICACION,ORIGEN,DIGITALIZACION,TIPO_DOCUMENTO
040464C0200,040464C020002,04,CAMPECHE,009,ESCARCEGA,0464,02,C,00,1,2,355,330,9,0,22,61,2,14,4,113,83,5,1,1,,9,3,0,0,0,12,330,330,665,9,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,bd2f04d6fc086dd83fa525a2fffb3e06522c2a77db69748d5b7e3c14f7e14bda,07/06/2021 11:35:00,07/06/2021 11:40:16,07/06/2021 12:00:06,CATD,ESCANER,ACTA PREP
040465B0100,040465B010002,04,CAMPECHE,009,ESCARCEGA,0465,01,B,00,2,2,127,248,0,248,20,55,3,0,2,86,73,1,1,0,,2,1,0,0,0,4,248,248,355,0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,a4016d29bf8fa2d18a16f5bd201a70fc32975b5d2f69163e9c40a1c16ce4434e,07/06/2021 08:44:00,07/06/2021 08:46:25,07/06/2021 09:00:05,CATD,ESCANER,ACTA PREP
040466B0100,040466B010002,04,CAMPECHE,009,ESCARCEGA,0466,01,B,00,2,2,138,159,1,159,18,25,7,2,5,59,31,4,2,0,,2,0,0,0,0,4,159,159,277,1,,1,F,5fd4ea4b9b5562f8556c3fbb03dd543cb0669b7e4f66558151054e484c63a32a,06/06/2021 22:44:00,06/06/2021 22:49:46,06/06/2021 23:00:05,CATD,ESCANER,ACTA PREP
040466E0100,040466E010002,04,CAMPECHE,009,ESCARCEGA,0466,01,E,00,2,2,77,166,2,168,35,37,1,1,1,56,24,1,2,0,,2,0,1,0,0,7,168,168,225,2,,1,F,b41a3845c5812ea01e2b4dcb205479948b5a1431080c9cfc2f1ada75f4829ea5,07/06/2021 03:56:00,07/06/2021 04:00:23,07/06/2021 04:20:04,CATD,ESCANER,ACTA PREP
040467B0100,040467B010002,04,CAMPECHE,009,ESCARCEGA,0467,01,B,00,2,2,,,,,,,,,,,,,,,,,,,,,,,,619,,,,,,,,,,,
040468B0100,040468B010002,04,CAMPECHE,009,ESCARCEGA,0468,01,B,00,2,2,,,,,,,,,,,,,,,,,,,,,,,,718,,,,,,,,,,,
040468C0100,040468C010002,04,CAMPECHE,009,ESCARCEGA,0468,01,C,00,2,2,,,,,,,,,,,,,,,,,,,,,,,,718,,,,,,,,,,,
040468C0200,040468C020002,04,CAMPECHE,009,ESCARCEGA,0468,02,C,00,2,2,,,,,,,,,,,,,,,,,,,,,,,,718,,,,,,,,,,,
040469B0100,040469B010002,04,CAMPECHE,009,ESCARCEGA,0469,01,B,00,2,2,,,,,,,,,,,,,,,,,,,,,,,,499,,,,,,,,,,,
040469E0100,040469E010002,04,CAMPECHE,009,ESCARCEGA,0469,01,E,00,2,2,103,0,0,0,11,45,4,1,1,24,0,0,0,0,,0,0,0,0,0,12,0,98,229,0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,b3d5243bf79d4345d074af6c99311000fc536ec63921a5294c7678c99064b365,07/06/2021 06:13:00,07/06/2021 06:31:26,,CATD,ESCANER,ACTA PREP
040470B0100,040470B010002,04,CAMPECHE,009,ESCARCEGA,0470,01,B,00,2,2,,,,,,,,,,,,,,,,,,,,,,,,608,,,,,,,,,,,
040470C0100,040470C010002,04,CAMPECHE,009,ESCARCEGA,0470,01,C,00,2,2,272,356,0,356,21,110,4,2,9,100,94,3,0,5,,1,0,0,0,0,7,356,356,608,0,,1,F,39beff35447981e616d97d7778303b36acce2551b2671bb4ac3ae6ed2091f1d8,07/06/2021 06:18:00,07/06/2021 06:26:00,07/06/2021 06:40:05,CATD,ESCANER,ACTA PREP
040471B0100,040471B010002,04,CAMPECHE,009,ESCARCEGA,0471,01,B,00,2,2,301,446,0,446,48,47,2,7,7,153,150,5,8,1,,3,2,1,1,0,11,446,446,727,0,,1,F,37f8d665d88e469ac5be83b4092b01ce5aa3029d041ab8d2e75c4a65a87e10bd,07/06/2021 09:47:00,07/06/2021 09:52:59,07/06/2021 10:00:06,CATD,ESCANER,ACTA PREP
040471E0100,040471E010002,04,CAMPECHE,009,ESCARCEGA,0471,01,E,00,2,2,214,386,15,401,12,55,3,15,1,190,96,3,5,0,,1,0,1,0,0,19,401,401,595,15,,1,F,a5f34be9f2774547ac759ebcf4cf33c3ce05fb0330ef5bb920a019d52540d793,07/06/2021 10:05:00,07/06/2021 10:08:15,07/06/2021 10:20:05,CATD,ESCANER,ACTA PREP
040472B0100,040472B010002,04,CAMPECHE,003,CARMEN,0472,01,B,00,2,2,,,,,,,,,,,,,,,,,,,,,,,,531,,,,,,,,,,,
040472C0100,040472C010002,04,CAMPECHE,003,CARMEN,0472,01,C,00,2,2,,,,,,,,,,,,,,,,,,,,,,,,531,,,,,,,,,,,
040473B0100,040473B010002,04,CAMPECHE,003,CARMEN,0473,01,B,00,2,2,,,,,,,,,,,,,,,,,,,,,,,,491,,,,,,,,,,,
040473C0100,040473C010002,04,CAMPECHE,003,CARMEN,0473,01,C,00,2,2,,,,,,,,,,,,,,,,,,,,,,,,491,,,,,,,,,,,
040474B0100,040474B010002,04,CAMPECHE,003,CARMEN,0474,01,B,00,2,2,,,,,,,,,,,,,,,,,,,,,,,,291,,,,,,,,,,,
040475B0100,040475B010002,04,CAMPECHE,009,ESCARCEGA,0475,01,B,00,1,2,215,295,0,0,21,38,7,6,3,127,76,6,1,1,,1,0,0,1,0,8,0,296,490,0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,0a13cf4b696481a4e83ba9f77f83239cc8a3811df11a2ec76b7d0f0cba94f756,07/06/2021 01:46:00,07/06/2021 01:49:48,07/06/2021 02:00:07,CATD,ESCANER,ACTA PREP
040475C0100,040475C010002,04,CAMPECHE,009,ESCARCEGA,0475,01,C,00,1,2,,,,,,,,,,,,,,,,,,,,,,,,490,,,,,,,,,,,
040476B0100,040476B010002,04,CAMPECHE,009,ESCARCEGA,0476,01,B,00,1,2,,,,,,,,,,,,,,,,,,,,,,,,414,,,,,,,,,,,
040476C0100,040476C010002,04,CAMPECHE,009,ESCARCEGA,0476,01,C,00,1,2,,,,,,,,,,,,,,,,,,,,,,,,414,,,,,,,,,,,
040477B0100,040477B010002,04,CAMPECHE,009,ESCARCEGA,0477,01,B,00,2,2,256,360,1,361,46,44,0,13,9,156,59,9,0,0,,7,6,0,0,0,12,361,361,597,1,,1,F,e050453d66e25466133ef7e9e0c01ebe43fe59cbf3785845379a07302d06fe83,07/06/2021 10:14:00,07/06/2021 10:24:34,07/06/2021 10:40:04,CATD,ESCANER,ACTA PREP
040477C0100,040477C010002,04,CAMPECHE,009,ESCARCEGA,0477,01,C,00,2,2,251,366,0,366,42,62,8,10,12,131,71,4,1,0,,4,3,0,1,0,17,366,366,597,0,,1,F,3d44fce378fba81e15652c17140a0f2558c827461673e8aeb29a142934369808,07/06/2021 08:52:00,07/06/2021 08:55:40,07/06/2021 09:00:05,CATD,ESCANER,ACTA PREP
040478B0100,040478B010002,04,CAMPECHE,003,CARMEN,0478,01,B,00,2,2,,,,,,,,,,,,,,,,,,,,,,,,652,,,,,,,,,,,
040478C0100,040478C010002,04,CAMPECHE,003,CARMEN,0478,01,C,00,2,2,,,,,,,,,,,,,,,,,,,,,,,,651,,,,,,,,,,,
040479B0100,040479B010002,04,CAMPECHE,003,CARMEN,0479,01,B,00,2,2,,,,,,,,,,,,,,,,,,,,,,,,544,,,,,,,,,,,
040480B0100,040480B010002,04,CAMPECHE,009,ESCARCEGA,0480,01,B,00,2,2,167,313,1,314,34,52,0,3,13,104,91,2,3,0,,3,2,0,0,0,7,314,314,461,1,,1,F,bc2862471f8821d196f935584fd18a96f42e51f29964016d0ae72080aabc989f,07/06/2021 08:12:00,07/06/2021 08:15:38,07/06/2021 08:20:05,CATD,ESCANER,ACTA PREP
040480C0100,040480C010002,04,CAMPECHE,009,ESCARCEGA,0480,01,C,00,2,2,178,302,1,302,49,57,4,5,14,79,74,1,3,1,,1,2,0,0,0,12,302,302,460,1,,1,F,1b366ebb2064b4dbce156b570a92673dfd3e16098ad99f27bc1d0f905d95f174,07/06/2021 05:30:00,07/06/2021 05:35:20,07/06/2021 05:40:05,CATD,ESCANER,ACTA PREP
040481B0100,040481B010002,04,CAMPECHE,009,ESCARCEGA,0481,01,B,00,2,2,,,,,,,,,,,,,,,,,,,,,,,,608,,,,,,,,,,,
040481C0100,040481C010002,04,CAMPECHE,009,ESCARCEGA,0481,01,C,00,2,2,294,333,0,333,13,54,5,3,22,91,126,3,1,0,,4,0,0,0,0,11,333,333,607,0,,1,F,cd85b2fc0277bb09cf6750a9315affa4f27591b08ec9361f17b868e5b17b0777,07/06/2021 12:54:00,07/06/2021 13:42:28,07/06/2021 14:00:06,CATD,ESCANER,ACTA PREP
040482B0100,040482B010002,04,CAMPECHE,009,ESCARCEGA,0482,01,B,00,2,2,271,432,0,0,3,59,3,5,44,137,113,2,4,0,,0,2,0,0,0,30,0,402,683,0,,1,F,02610a6a1da5faa786914d9027757620e186dbe525ba2c9bf148ebc2755e262e,07/06/2021 11:43:00,07/06/2021 13:14:55,07/06/2021 13:20:05,CATD,ESCANER,ACTA PREP
040483B0100,040483B010002,04,CAMPECHE,003,CARMEN,0483,01,B,00,2,2,,,,,,,,,,,,,,,,,,,,,,,,349,,,,,,,,,,,
040484B0100,040484B010002,04,CAMPECHE,003,CARMEN,0484,01,B,00,2,2,,,,,,,,,,,,,,,,,,,,,,,,729,,,,,,,,,,,
040484C0100,040484C010002,04,CAMPECHE,003,CARMEN,0484,01,C,00,2,2,,,,,,,,,,,,,,,,,,,,,,,,729,,,,,,,,,,,
040485B0100,040485B010002,04,CAMPECHE,009,ESCARCEGA,0485,01,B,00,2,2,,,,,,,,,,,,,,,,,,,,,,,,378,,,,,,,,,,,
040485C0100,040485C010002,04,CAMPECHE,009,ESCARCEGA,0485,01,C,00,2,2,140,250,3,258,17,21,1,8,22,92,83,3,2,0,,1,0,0,0,0,8,258,258,378,3,,1,F,8ee2c003e60391720e5032e23596eb91de108314a36d6f8ef4331d070c3015d8,07/06/2021 12:07:00,07/06/2021 12:26:43,07/06/2021 12:40:05,CATD,ESCANER,ACTA PREP
040486B0100,040486B010002,04,CAMPECHE,003,CARMEN,0486,01,B,00,2,2,,,,,,,,,,,,,,,,,,,,,,,,540,,,,,,,,,,,
040486C0100,040486C010002,04,CAMPECHE,003,CARMEN,0486,01,C,00,2,2,,,,,,,,,,,,,,,,,,,,,,,,539,,,,,,,,,,,
040486C0200,040486C020002,04,CAMPECHE,003,CARMEN,0486,02,C,00,2,2,,,,,,,,,,,,,,,,,,,,,,,,539,,,,,,,,,,,
040487B0100,040487B010002,04,CAMPECHE,003,CARMEN,0487,01,B,00,2,2,,,,,,,,,,,,,,,,,,,,,,,,416,,,,,,,,,,,
040487C0100,040487C010002,04,CAMPECHE,003,CARMEN,0487,01,C,00,2,2,,,,,,,,,,,,,,,,,,,,,,,,415,,,,,,,,,,,
040488B0100,040488B010002,04,CAMPECHE,003,CARMEN,0488,01,B,00,2,2,,,,,,,,,,,,,,,,,,,,,,,,473,,,,,,,,,,,
040489B0100,040489B010002,04,CAMPECHE,009,ESCARCEGA,0489,01,B,00,1,2,380,363,7,363,35,51,1,1,7,143,101,2,4,1,,2,0,0,0,0,15,363,363,703,7,,1,F,9a508c3314472e1f6ffbe017d06d9928ca47d658bb1fe57ff6f2f23277f0b6d8,07/06/2021 00:25:00,07/06/2021 00:31:16,07/06/2021 00:40:06,CATD,ESCANER,ACTA PREP
040489C0100,040489C010002,04,CAMPECHE,009,ESCARCEGA,0489,01,C,00,1,2,368,355,8,355,34,49,2,3,6,162,78,1,2,2,,1,1,0,0,0,14,355,355,703,8,,1,F,53a437c82fcc1130a43e9421239b850798c5436dd4f0ece1420863a3c480797e,07/06/2021 00:41:00,07/06/2021 00:46:06,07/06/2021 01:00:06,CATD,ESCANER,ACTA PREP
040489C0200,040489C020002,04,CAMPECHE,009,ESCARCEGA,0489,02,C,00,1,2,352,361,9,0,34,61,0,7,2,164,76,5,2,2,,5,1,1,0,0,10,370,370,702,9,,1,F,021e1aa7a9b7e111b58c86ac5e5dd5c742722e778349b3fb530cf0e1f4bef4f8,07/06/2021 00:54:00,07/06/2021 01:02:54,07/06/2021 01:20:06,CATD,ESCANER,ACTA PREP
040490B0100,040490B010002,04,CAMPECHE,010,CANDELARIA,0490,01,B,00,2,2,67,132,2,134,6,25,0,1,0,5,88,0,1,1,,1,0,0,0,0,6,134,134,182,2,,1,F,a32107708ff5e5a0f185e10b0d1c598b12ae22cfa9d6e4d8ead1e7454d0d0729,06/06/2021 22:39:00,06/06/2021 22:42:04,06/06/2021 23:00:05,CATD,ESCANER,ACTA PREP
040490E0100,040490E010002,04,CAMPECHE,010,CANDELARIA,0490,01,E,00,2,2,48,103,3,106,11,43,0,0,0,17,27,0,0,0,,1,1,0,0,0,6,106,106,134,3,,1,F,efe68bb4465325b7dcb33ba6920c7a583d870b487431cad8d16e234b0a8dbb27,06/06/2021 22:19:00,06/06/2021 22:24:09,06/06/2021 22:40:06,CATD,ESCANER,ACTA PREP
040491B0100,040491B010002,04,CAMPECHE,003,CARMEN,0491,01,B,00,2,2,,,,,,,,,,,,,,,,,,,,,,,,578,,,,,,,,,,,
040491C0100,040491C010002,04,CAMPECHE,003,CARMEN,0491,01,C,00,2,2,,,,,,,,,,,,,,,,,,,,,,,,577,,,,,,,,,,,
040491C0200,040491C020002,04,CAMPECHE,003,CARMEN,0491,02,C,00,2,2,,,,,,,,,,,,,,,,,,,,,,,,577,,,,,,,,,,,
040492B0100,040492B010002,04,CAMPECHE,003,CARMEN,0492,01,B,00,2,2,,,,,,,,,,,,,,,,,,,,,,,,581,,,,,,,,,,,
040492C0100,040492C010002,04,CAMPECHE,003,CARMEN,0492,01,C,00,2,2,,,,,,,,,,,,,,,,,,,,,,,,580,,,,,,,,,,,
040492C0200,040492C020002,04,CAMPECHE,003,CARMEN,0492,02,C,00,2,2,,,,,,,,,,,,,,,,,,,,,,,,580,,,,,,,,,,,
040493B0100,040493B010002,04,CAMPECHE,003,CARMEN,0493,01,B,00,1,2,173,268,7,275,10,74,0,10,4,27,139,1,0,1,,2,1,0,0,0,6,275,275,428,7,,1,F,9f059cf128ca85c8b6fc6768f2d0f92608ec8344bd96f52f70f694d116d84b0f,07/06/2021 12:16:00,07/06/2021 12:19:49,07/06/2021 12:40:05,CATD,ESCANER,ACTA PREP
040493C0100,040493C010002,04,CAMPECHE,003,CARMEN,0493,01,C,00,1,2,169,270,9,0,14,67,0,3,10,22,149,1,1,5,,1,2,0,0,0,4,279,279,428,9,,1,F,ba863ab368b2c21708d75ed6e858afba3cc598fb946cec6bea7f8dd11d597ba5,07/06/2021 11:56:00,07/06/2021 11:58:23,07/06/2021 12:00:06,CATD,ESCANER,ACTA PREP
040494B0100,040494B010002,04,CAMPECHE,003,CARMEN,0494,01,B,00,1,2,,,,,,,,,,,,,,,,,,,,,,,,695,,,,,,,,,,,
040495B0100,040495B010002,04,CAMPECHE,003,CARMEN,0495,01,B,00,1,2,,,,,,,,,,,,,,,,,,,,,,,,569,,,,,,,,,,,
040496B0100,040496B010002,04,CAMPECHE,003,CARMEN,0496,01,B,00,1,2,,,,,,,,,,,,,,,,,,,,,,,,563,,,,,,,,,,,
040497B0100,040497B010002,04,CAMPECHE,003,CARMEN,0497,01,B,00,1,2,185,288,9,297,16,96,0,6,7,21,141,1,0,2,,1,1,0,0,0,5,297,297,462,9,,1,F,fecda247227bf20c2593b7bd20e4323784fa15fbfb08e65f0f5e29dcbeab509a,06/06/2021 23:56:00,07/06/2021 00:00:28,07/06/2021 00:20:06,CATD,ESCANER,ACTA PREP
040498B0100,040498B010002,04,CAMPECHE,003,CARMEN,0498,01,B,00,1,2,,,,,,,,,,,,,,,,,,,,,,,,733,,,,,,,,,,,
040499B0100,040499B010002,04,CAMPECHE,003,CARMEN,0499,01,B,00,1,2,197,321,12,0,20,109,2,1,4,31,156,1,1,2,,2,0,0,0,0,4,333,333,508,12,,1,F,eb460958343013c50d1c01e9980387a8fca72447b5c5430c657f54f1ebbfd0f6,07/06/2021 01:02:00,07/06/2021 01:18:45,,CATD,ESCANER,ACTA PREP
040500B0100,040500B010002,04,CAMPECHE,003,CARMEN,0500,01,B,00,1,2,261,329,8,8,37,88,1,2,8,27,157,1,3,1,,2,0,0,0,0,2,329,329,533,8,,1,F,70160595098a396af21a24aa7f5b4e0c211d29b0f34c4c405fd2823a2efc3c6f,07/06/2021 00:06:00,07/06/2021 00:09:49,07/06/2021 00:20:06,CATD,ESCANER,ACTA PREP
040501B0100,040501B010002,04,CAMPECHE,003,CARMEN,0501,01,B,00,1,2,179,273,7,280,4,77,0,6,1,25,154,2,1,0,,5,0,0,0,0,5,280,280,439,7,,1,F,08275b0e6c7e22b6bf1fe2b95fb71bee9ae6f00974d9a4ceaf59a4c01a6a17ba,07/06/2021 01:35:00,07/06/2021 01:46:23,07/06/2021 02:00:07,CATD,ESCANER,ACTA PREP
040502B0100,040502B010002,04,CAMPECHE,003,CARMEN,0502,01,B,00,1,2,239,250,10,260,11,57,1,3,8,24,144,2,0,1,,2,2,0,0,1,4,260,260,479,10,,1,F,f103f11e447fba604020dcb2b067acb2c500d0493c051afd23bc23feb5bae60f,07/06/2021 11:49:00,07/06/2021 11:51:10,07/06/2021 12:00:06,CATD,ESCANER,ACTA PREP
040502C0100,040502C010002,04,CAMPECHE,003,CARMEN,0502,01,C,00,1,2,222,270,6,276,5,72,1,2,6,23,152,2,3,2,,4,2,0,0,0,3,276,277,478,6,,1,F,a4f5d605565f3c2a2a3cb5649059fe7f1272779781c55f3cd788ad10999a5453,07/06/2021 12:03:00,07/06/2021 12:06:10,07/06/2021 12:20:05,CATD,ESCANER,ACTA PREP
040503B0100,040503B010002,04,CAMPECHE,003,CARMEN,0503,01,B,00,1,2,,,,,,,,,,,,,,,,,,,,,,,,716,,,,,,,,,,,
040504B0100,040504B010002,04,CAMPECHE,003,CARMEN,0504,01,B,00,1,2,237,345,7,351,30,86,5,3,8,22,178,0,4,3,,1,1,0,0,0,10,351,351,568,7,,1,F,5c0066c46baa18546d58f52a662dcc5a9f9a83bbb7bb82930e66aff62ea205ba,07/06/2021 08:44:00,07/06/2021 08:47:09,07/06/2021 09:00:05,CATD,ESCANER,ACTA PREP
040504C0100,040504C010002,04,CAMPECHE,003,CARMEN,0504,01,C,00,1,2,263,315,8,325,26,74,5,2,5,24,175,0,3,2,,3,0,0,0,0,6,325,325,568,8,,1,F,85632a683ca34e1ab2368039854d932e69bd50102f9e46dcb49de39ca9d75b00,07/06/2021 04:17:00,07/06/2021 04:21:56,07/06/2021 04:40:06,CATD,ESCANER,ACTA PREP
040504C0200,040504C020002,04,CAMPECHE,003,CARMEN,0504,02,C,00,1,2,270,311,8,316,19,87,0,2,8,35,159,1,1,2,,0,0,0,0,0,2,316,316,567,8,,1,F,24277de40e2f12d6392b5728768d96a74d2fd488be13df475c35278a7e542153,07/06/2021 08:55:00,07/06/2021 09:06:33,,CATD,ESCANER,ACTA PREP
040505B0100,040505B010002,04,CAMPECHE,003,CARMEN,0505,01,B,00,1,2,210,276,9,270,10,102,0,2,2,27,120,2,1,3,,0,0,0,0,0,5,270,274,466,9,,1,F,cc643ccde488dd5a2c1c7d2b14951ea666b0e09120b3b8c01a8a6a63990edd07,06/06/2021 23:23:00,06/06/2021 23:31:17,06/06/2021 23:40:04,CATD,ESCANER,ACTA PREP
040506B0100,040506B010002,04,CAMPECHE,003,CARMEN,0506,01,B,00,1,2,,,,,,,,,,,,,,,,,,,,,,,,693,,,,,,,,,,,
040507B0100,040507B010002,04,CAMPECHE,003,CARMEN,0507,01,B,00,1,2,207,277,9,286,12,65,0,0,5,26,159,0,11,4,,2,0,0,0,0,2,286,286,473,9,,1,F,01a8609ad6d1377aed4e73c93266ead13f855d186fdf23a25d9345b7ba559c80,06/06/2021 23:16:00,06/06/2021 23:23:02,06/06/2021 23:40:04,CATD,ESCANER,ACTA PREP
040508B0100,040508B010002,04,CAMPECHE,003,CARMEN,0508,01,B,00,1,2,190,273,7,280,3,85,1,5,6,23,140,6,0,3,,3,0,0,0,0,5,280,280,450,7,,1,F,97987af1fc4bec63590217655c7613e298ed2e8b1c27f04c8c57f912a102ba0d,06/06/2021 21:37:00,06/06/2021 21:43:28,06/06/2021 22:00:06,CATD,ESCANER,ACTA PREP
040509B0100,040509B010002,04,CAMPECHE,003,CARMEN,0509,01,B,00,1,2,412,307,4,310,9,61,2,6,4,30,186,0,2,2,,2,1,0,0,0,5,310,310,703,4,,1,F,a989076caf634e897cadbfeff40212b1166f4b4ceb46e2d7cf4eaabd3ceb5387,07/06/2021 00:18:00,07/06/2021 00:23:23,07/06/2021 00:40:06,CATD,ESCANER,ACTA PREP
040509C0100,040509C010002,04,CAMPECHE,003,CARMEN,0509,01,C,00,1,2,423,290,11,301,2,66,2,3,8,38,175,1,2,1,,1,0,0,0,0,2,301,301,703,11,,1,F,380040f170876ca2bad2537cb319d1e97a2a94831e64e0d87a926bd12ab90426,07/06/2021 03:14:00,07/06/2021 03:17:07,07/06/2021 03:40:06,CATD,ESCANER,ACTA PREP
040509C0200,040509C020002,04,CAMPECHE,003,CARMEN,0509,02,C,00,1,2,430,287,4,292,7,70,2,4,2,40,163,2,1,0,,0,0,0,0,0,1,292,292,702,4,,1,F,b6428ddceb8a496af20b3bfb271796be1a6f575fd69522fd7a04d5182a8ffce4,07/06/2021 06:47:00,07/06/2021 06:55:28,07/06/2021 07:00:08,CATD,ESCANER,ACTA PREP
040510B0100,040510B010002,04,CAMPECHE,003,CARMEN,0510,01,B,00,1,2,269,311,6,317,9,72,1,6,9,31,170,2,2,2,,6,1,0,0,0,6,317,317,566,6,,1,F,b07961cbd00ca5c7ec4c19b3fe364cffa18cba697cc461b3311889f757fbdc00,06/06/2021 23:51:00,06/06/2021 23:54:53,07/06/2021 00:00:06,CATD,ESCANER,ACTA PREP
040511B0100,040511B010002,04,CAMPECHE,003,CARMEN,0511,01,B,00,1,2,273,210,5,203,5,33,1,2,3,30,120,2,4,1,,2,0,0,0,0,3,203,206,460,5,,1,F,9c0451b9b21c11adaee731fc001bf0954b3d19ced4bb377e3cb05099386b79e4,07/06/2021 06:55:00,07/06/2021 07:01:10,07/06/2021 07:20:05,CATD,ESCANER,ACTA PREP
040511C0100,040511C010002,04,CAMPECHE,003,CARMEN,0511,01,C,00,1,2,,,,,,,,,,,,,,,,,,,,,,,,460,,,,,,,,,,,
040512B0100,040512B010002,04,CAMPECHE,003,CARMEN,0512,01,B,00,1,2,212,248,5,253,9,80,5,4,5,29,112,1,2,1,,3,0,0,0,0,2,253,253,445,5,,1,F,451fdf7a21233b4c60fd8e6adb42a92a30ea2e82ea627069ec19ceca6de4763b,07/06/2021 00:38:00,07/06/2021 00:43:11,07/06/2021 01:00:06,CATD,ESCANER,ACTA PREP
040513B0100,040513B010002,04,CAMPECHE,003,CARMEN,0513,01,B,00,1,2,310,233,6,239,5,64,2,4,0,26,127,1,6,1,,0,1,0,0,0,2,239,239,529,6,,1,F,8c83838e22b969848cf6c098b9b2a5aa3904b10fb1b76316cbf4c6f9e1042905,07/06/2021 04:39:00,07/06/2021 04:54:33,07/06/2021 05:00:06,CATD,ESCANER,CC
040514B0100,040514B010002,04,CAMPECHE,003,CARMEN,0514,01,B,00,1,2,260,244,9,253,3,61,0,3,6,25,145,3,0,0,,2,0,0,0,1,4,253,253,493,9,,1,F,5b0d088cf402a9f290a2b2daf3ed29271664b1d6bda861997075137d819afbf9,06/06/2021 23:39:00,06/06/2021 23:43:55,07/06/2021 00:00:06,CATD,ESCANER,ACTA PREP
040515B0100,040515B010002,04,CAMPECHE,003,CARMEN,0515,01,B,00,1,2,239,176,10,187,2,44,1,3,2,24,98,3,2,2,,0,0,0,0,0,6,187,187,406,10,,1,F,57fbbca00ffdfe974ba7f3c50aada33d4b036be3ee2fb27a4538c1f08382e866,07/06/2021 00:14:00,07/06/2021 00:18:13,07/06/2021 00:20:06,CATD,ESCANER,ACTA PREP
040515C0100,040515C010002,04,CAMPECHE,003,CARMEN,0515,01,C,00,1,2,251,183,2,0,2,21,1,0,2,27,108,1,7,3,,1,0,0,0,0,10,183,183,406,2,,1,F,e138ce45e6dadeec645b88acee85899cec478efd3c9665f009e4ae0d2a4b2e06,07/06/2021 06:45:00,07/06/2021 07:24:37,,CATD,ESCANER,CC
040516B0100,040516B010002,04,CAMPECHE,003,CARMEN,0516,01,B,00,1,2,313,237,8,245,4,45,1,1,2,30,147,1,4,0,,3,0,0,0,0,6,245,244,539,8,,1,F,b984402d9064a81ca03131973b6a61c8beffb515aa931e2a538a61f951a9dc4b,06/06/2021 23:12:00,06/06/2021 23:17:57,06/06/2021 23:20:05,CATD,ESCANER,ACTA PREP
040517B0100,040517B010002,04,CAMPECHE,003,CARMEN,0517,01,B,00,1,2,0,249,11,244,4,60,1,1,3,38,134,0,2,1,,0,0,0,0,0,3,3,247,551,11,,1,F,cadde5950b829f2197e22282b62c8ca4548e0f3b6b89f4dbdb60fbebc9f14319,07/06/2021 06:31:00,07/06/2021 06:46:13,07/06/2021 07:00:08,CATD,ESCANER,ACTA PREP
040517C0100,040517C010002,04,CAMPECHE,003,CARMEN,0517,01,C,00,1,2,,,,,,,,,,,,,,,,,,,,,,,,551,,,,,,,,,,,
040518B0100,040518B010002,04,CAMPECHE,003,CARMEN,0518,01,B,00,1,2,285,221,6,227,12,57,2,2,2,27,113,3,2,1,,3,1,0,0,0,3,227,228,493,6,,1,F,aa01125c39085416bca0181126d5d6789a7ef1ec318e8f060ba48ca298a589af,07/06/2021 06:35:00,07/06/2021 07:05:23,07/06/2021 07:20:05,CATD,ESCANER,ACTA PREP
040519B0100,040519B010002,04,CAMPECHE,003,CARMEN,0519,01,B,00,1,2,267,243,8,253,5,58,1,5,2,30,136,2,4,0,,1,0,0,0,0,9,253,253,500,8,,1,F,92668161db7232ff7bf83c1307e10c4631fc34016684a09f83a7911ef1f3da9c,07/06/2021 00:36:00,07/06/2021 00:38:13,07/06/2021 01:00:06,CATD,ESCANER,ACTA PREP
