AYUNTAMIENTOS
07/06/2021 14:40 (UTC-5)
ACTAS_ESPERADAS,ACTAS_REGISTRADAS,ACTAS_FUERA_CATALOGO,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_INCONSISTENCIAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,TOTAL_VOTOS_C_CS,TOTAL_VOTOS_S_CS,PORCENTAJE_PARTICIPACION_CIUDADANA
1193,927,3,924,77.4518,905,75.8591,1.5926,19,501897,319528,318877,63.5343

CLAVE_CASILLA,CLAVE_ACTA,ID_ESTADO,ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCION,ID_CASILLA,TIPO_CASILLA,EXT_CONTIGUA,UBICACION_CASILLA,TIPO_ACTA,TOTAL_BOLETAS_SOBRANTES,TOTAL_PERSONAS_VOTARON,TOTAL_REP_PARTIDO_CI_VOTARON,TOTAL_VOTOS_SACADOS,PAN,PRI,PRD,PT,PVEM,MC,MOR,PES,RSP,FM,CAND_IND_1,C_PAN_PRI_PRD,C_PAN_PRI,C_PAN_PRD,C_PRI_PRD,NO_REGISTRADOS,NULOS,TOTAL_VOTOS_ASENTADO,TOTAL_VOTOS_CALCULADO,LISTA_NOMINAL,REPRESENTANTES_PP_CI,OBSERVACIONES,CONTABILIZADA,MECANISMOS_TRASLADO,SHA,FECHA_HORA_ACOPIO,FECHA_HORA_CAPTURA,FECHA_HORA_VERIFICACION,ORIGEN,DIGITALIZACION,TIPO_DOCUMENTO
040394C0100,040394C010002,04,CAMPECHE,006,HOPELCHEN,0394,01,C,00,2,2,,,,,,,,,,,,,,,,,,,,,,,,384,,,,,,,,,,,
040395B0100,040395B010002,04,CAMPECHE,006,HOPELCHEN,0395,01,B,00,2,2,,,,,,,,,,,,,,,,,,,,,,,,456,,,,,,,,,,,
040395C0100,040395C010002,04,CAMPECHE,006,HOPELCHEN,0395,01,C,00,2,2,0,0,0,0,6,171,0,13,1,91,107,6,2,1,,0,0,0,0,0,0,0,398,456,0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,7dc79f7f5f06c565ef5104c3992ebb927e2422878b3b921e86a5533872cc4e34,07/06/2021 00:33:00,07/06/2021 00:40:42,07/06/2021 01:00:06,CATD,ESCANER,ACTA PREP
040396B0100,040396B010002,04,CAMPECHE,006,HOPELCHEN,0396,01,B,00,2,2,102,441,0,441,0,169,0,9,1,179,68,2,2,1,,5,0,0,0,0,5,441,441,523,0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,5fca539c760bf590129032812d2cf9dd9c410470f71cb63c252fce9b53850528,07/06/2021 04:21:00,07/06/2021 04:25:46,07/06/2021 04:40:06,CATD,ESCANER,ACTA PREP
040397B0100,040397B010002,04,CAMPECHE,006,HOPELCHEN,0397,01,B,00,2,2,185,481,0,481,5,179,6,16,2,76,167,4,8,3,,7,0,0,1,0,12,481,486,648,0,,1,F,aaf8f14fddffef5354d07ceb3d1d5b9b7756cff7bfce14d4a46d9839990589e5,07/06/2021 04:38:00,07/06/2021 04:41:46,07/06/2021 05:00:06,CATD,ESCANER,ACTA PREP
040398B0100,040398B010002,04,CAMPECHE,006,HOPELCHEN,0398,01,B,00,2,2,93,328,0,0,1,109,2,25,0,51,118,3,7,2,,2,0,0,0,0,8,328,328,401,0,,1,F,c600198660d392025c3699ee95f06c566e6bdee8c7f712747bae46107f548c1b,07/06/2021 12:55:00,07/06/2021 01:10:16,,CATD,ESCANER,ACTA PREP
040398C0100,040398C010002,04,CAMPECHE,006,HOPELCHEN,0398,01,C,00,2,2,95,325,2,325,1,116,3,15,1,50,105,9,5,1,,4,3,0,0,0,12,325,325,401,2,,1,F,f438b8b08d89eb26d79f555e0ac0611067cb3a7bf46e1d61d3920b77ecdad6cc,07/06/2021 01:06:00,07/06/2021 01:11:16,07/06/2021 01:20:06,CATD,ESCANER,ACTA PREP
040399B0100,040399B010002,04,CAMPECHE,006,HOPELCHEN,0399,01,B,00,2,2,90,422,0,422,6,128,2,57,2,115,100,4,1,0,,2,0,0,1,0,4,422,422,493,0,,1,F,2956f299ad661311b1080b0ba4093d5859acc1015c7872cbeb661fe884f9b7bd,07/06/2021 01:14:00,07/06/2021 01:19:27,07/06/2021 01:40:05,CATD,ESCANER,ACTA PREP
040400B0100,040400B010002,04,CAMPECHE,006,HOPELCHEN,0400,01,B,00,2,2,89,577,0,577,19,241,2,9,2,134,145,7,2,0,,9,0,0,0,0,7,577,577,646,0,,1,F,9b8715d5e2dc896ea72b828c7caabb743568447b8ca1e4cc986d8a35c0c7376b,07/06/2021 08:03:00,07/06/2021 08:11:53,07/06/2021 08:20:05,CATD,ESCANER,ACTA PREP
040400C0100,040400C010002,04,CAMPECHE,006,HOPELCHEN,0400,01,C,00,2,2,104,562,0,562,24,294,2,5,2,98,115,4,4,2,,5,2,0,0,0,5,562,562,646,0,,1,F,4c38b4881cbf15112ae004d2f678d6434ddf3c218e68acd370b18d136eb69fcb,07/06/2021 07:06:00,07/06/2021 07:13:19,07/06/2021 07:20:05,CATD,ESCANER,ACTA PREP
040401B0100,040401B010002,04,CAMPECHE,006,HOPELCHEN,0401,01,B,00,1,2,82,572,0,272,38,225,1,6,0,79,200,5,1,0,,5,1,0,0,0,11,272,572,634,0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,9247b5318cc03c6917cb3de60a0b04ff74593daa1699dc50caa6c68f1b9031ae,07/06/2021 07:40:00,07/06/2021 07:45:42,07/06/2021 08:00:07,CATD,ESCANER,ACTA PREP
040401C0100,040401C010002,04,CAMPECHE,006,HOPELCHEN,0401,01,C,00,1,2,108,546,0,546,34,260,1,13,0,76,145,3,4,1,,0,3,0,0,0,6,546,546,634,0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,598fb26bddd7afdaebd837c6a5d463700aa09ac79cdf6ec8809832b1d9696362,07/06/2021 07:30:00,07/06/2021 07:41:48,,CATD,ESCANER,ACTA PREP
040402B0100,040402B010002,04,CAMPECHE,006,HOPELCHEN,0402,01,B,00,2,2,586,183,0,183,0,88,3,0,0,20,71,0,0,0,,0,0,0,0,0,1,183,183,749,0,,1,F,85df5f5ee5ad5d5fe97b4fe99958121e32eb76882d6b4c5ff6a5c224ff771b0d,07/06/2021 00:43:00,07/06/2021 00:52:52,07/06/2021 01:00:06,CATD,ESCANER,ACTA PREP
040403B0100,040403B010002,04,CAMPECHE,006,HOPELCHEN,0403,01,B,00,2,2,311,397,0,397,12,120,0,5,1,78,153,0,6,2,,0,0,0,0,0,20,397,397,688,0,,1,F,1e01caee10ccbc65cd49df44753df6a174a0b9e94e52b9d6bf6d02afe3530fdc,07/06/2021 04:45:00,07/06/2021 04:49:23,07/06/2021 05:00:06,CATD,ESCANER,ACTA PREP
040403C0100,040403C010002,04,CAMPECHE,006,HOPELCHEN,0403,01,C,00,2,2,290,419,5,419,10,126,0,9,1,85,167,2,9,1,,0,0,0,0,0,8,419,418,688,5,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,5b8b91c6f947e0792d718149bfeacd7daa90c69df786163b3d905f19813877c1,07/06/2021 04:29:00,07/06/2021 04:34:00,07/06/2021 04:40:06,CATD,ESCANER,ACTA PREP
040404B0100,040404B010002,04,CAMPECHE,006,HOPELCHEN,0404,01,B,00,2,2,119,309,4,313,5,124,0,14,3,44,109,4,3,1,,1,0,0,0,0,5,313,313,412,4,,1,F,6db3386b2d37b64a52146de97429dc6a55495c0959fb0485abb8612dacaaf6c3,07/06/2021 08:09:00,07/06/2021 08:13:38,07/06/2021 08:20:05,CATD,ESCANER,ACTA PREP
040404C0100,040404C010002,04,CAMPECHE,006,HOPELCHEN,0404,01,C,00,2,2,108,324,0,324,2,139,0,10,2,49,116,0,1,1,,1,1,0,0,0,2,324,324,412,0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,2201614f0170a08a7210ca72793c146fd10693ed2154d4d15e0f40f2b65b84e4,07/06/2021 07:15:00,07/06/2021 07:19:07,07/06/2021 07:40:05,CATD,ESCANER,ACTA PREP
040405B0100,040405B010002,04,CAMPECHE,006,HOPELCHEN,0405,01,B,00,2,2,619,145,145,145,0,53,0,9,1,44,35,0,0,0,,0,0,0,0,0,3,145,145,744,145,,1,F,eafd86326c44c678ef9e0310c64798f5246c36c2e9fbc500d5853c7f33418b83,07/06/2021 07:51:00,07/06/2021 07:55:39,07/06/2021 08:00:07,CATD,ESCANER,ACTA PREP
040406B0100,040406B010002,04,CAMPECHE,006,HOPELCHEN,0406,01,B,00,2,2,297,325,0,325,2,96,6,5,1,135,66,3,1,1,,0,0,0,0,0,6,325,322,602,0,,1,F,d010bbf6767b0b7ba98ec5663b79632e5637e190b030bcedda7d960987ad0345,07/06/2021 08:17:00,07/06/2021 08:22:14,07/06/2021 08:40:05,CATD,ESCANER,ACTA PREP
040407B0100,040407B010002,04,CAMPECHE,006,HOPELCHEN,0407,01,B,00,2,2,79,352,1,353,19,98,0,1,2,82,138,2,8,0,,0,0,0,0,0,3,353,353,412,1,,1,F,6005860b5e510a00d2178644a64f41f1bffc00ef20ac990117e61a68641fb08d,07/06/2021 03:45:00,07/06/2021 03:49:25,07/06/2021 04:00:06,CATD,ESCANER,ACTA PREP
040407C0100,040407C010002,04,CAMPECHE,006,HOPELCHEN,0407,01,C,00,2,2,89,343,0,343,10,115,1,2,1,69,137,1,2,2,,0,0,0,0,0,3,343,343,412,0,,1,F,4a334cde17a02096302bd811d15b16f488bb68fd44645d38c533288b5d3293ae,07/06/2021 03:52:00,07/06/2021 03:57:18,07/06/2021 04:00:07,CATD,ESCANER,ACTA PREP
040408B0100,040408B010002,04,CAMPECHE,006,HOPELCHEN,0408,01,B,00,2,2,85,445,0,445,3,225,0,24,1,27,159,1,0,0,,0,0,0,0,0,1,445,441,510,0,,1,F,9620731ceb29c2d5f44e34824a5c1dc83725a0288c20f34a70b904fabe83d7f6,07/06/2021 04:07:00,07/06/2021 04:12:12,07/06/2021 04:20:05,CATD,ESCANER,ACTA PREP
040409B0100,040409B010002,04,CAMPECHE,006,HOPELCHEN,0409,01,B,00,2,2,79,388,6,388,27,124,10,2,2,131,84,1,2,0,,0,0,0,0,0,5,388,388,447,6,,1,F,64e45a8569382c7b9ca8cab7cb2ddf5616b06f12c8c26fcfb4dcffe007066a06,07/06/2021 09:23:00,07/06/2021 09:26:28,07/06/2021 09:40:04,CATD,ESCANER,ACTA PREP
040409C0100,040409C010002,04,CAMPECHE,006,HOPELCHEN,0409,01,C,00,2,2,91,375,0,375,2,107,14,7,1,148,82,0,6,0,,0,1,0,1,0,6,375,375,446,0,,1,F,803762dd0f1a42b8b848dece1273ead519ef1d46cb4cf492f4d999e8379b65f1,07/06/2021 09:49:00,07/06/2021 09:53:07,07/06/2021 10:00:06,CATD,ESCANER,ACTA PREP
040410B0100,040410B010002,04,CAMPECHE,006,HOPELCHEN,0410,01,B,00,2,2,98,444,1,445,30,159,5,9,0,137,96,1,5,0,,0,0,0,0,0,3,445,445,523,1,,1,F,ca21c7477975c43ef81f339f8a18c98149671e24c736cde74c4d0be93a02fcd8,07/06/2021 09:41:00,07/06/2021 09:46:49,07/06/2021 10:00:06,CATD,ESCANER,ACTA PREP
040410C0100,040410C010002,04,CAMPECHE,006,HOPELCHEN,0410,01,C,00,2,2,132,412,0,411,47,140,7,7,1,104,98,0,4,0,,0,0,0,0,0,3,411,411,523,0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,3148fbfe3c99897c5fc124a6b0a6e6dfe6a6c5cafbbfecdc3657a655ca4cd1ea,07/06/2021 05:09:00,07/06/2021 05:13:20,07/06/2021 05:20:05,CATD,ESCANER,ACTA PREP
040410C0200,040410C020002,04,CAMPECHE,006,HOPELCHEN,0410,02,C,00,2,2,97,446,6,446,16,135,6,15,1,138,116,0,7,0,,0,0,0,0,0,0,446,434,522,6,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,6843fee67766464ee0147d6af04a3c446fa9fe394b0c2d23f17c49ca9eec0c3d,07/06/2021 04:56:00,07/06/2021 05:04:34,,CATD,ESCANER,ACTA PREP
040411B0100,040411B010002,04,CAMPECHE,006,HOPELCHEN,0411,01,B,00,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,330,0,EXCEDE LISTA NOMINAL,0,F,d245b3f580c06294bf0e11a71b49455203618ddcacdcc35821b32eadb7c97306,07/06/2021 10:18:00,07/06/2021 10:23:01,07/06/2021 10:40:04,CATD,ESCANER,ACTA PREP
040411E0100,040411E010002,04,CAMPECHE,006,HOPELCHEN,0411,01,E,00,2,2,61,289,0,289,2,107,0,1,4,94,66,1,7,0,,0,1,0,0,0,6,289,289,537,0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,9743c7714f750872ca5539014b8950bd96b07c26a874a009d02ca53e2f970439,07/06/2021 10:04:00,07/06/2021 10:14:27,,CATD,ESCANER,ACTA PREP
040412B0100,040412B010002,04,CAMPECHE,006,HOPELCHEN,0412,01,B,00,2,2,39,337,0,337,3,116,0,2,1,101,102,0,3,0,,0,0,0,0,0,48,376,376,356,0,,1,F,0f4d07fc5c157bf7a2b8773949f9813a66a0d779849d95561c74fcef6ffa6a2e,07/06/2021 09:30:00,07/06/2021 09:34:16,07/06/2021 09:40:04,CATD,ESCANER,ACTA PREP
040413B0100,040413B010002,04,CAMPECHE,011,CALAKMUL,0413,01,B,00,2,2,40,120,6,126,1,44,0,1,0,36,40,0,3,1,,0,0,0,0,0,0,126,126,146,6,,1,F,e62cf6eb6304b513b534608d0da5cfb36b3b9aa0cdfd78e3e1660e945792979c,06/06/2021 21:36:00,06/06/2021 21:41:58,06/06/2021 22:00:06,CATD,ESCANER,ACTA PREP
040414B0100,040414B010002,04,CAMPECHE,011,CALAKMUL,0414,01,B,00,2,2,97,201,0,198,1,41,1,11,0,14,115,10,5,0,,0,0,0,0,0,4,4,202,279,0,,1,F,ab6e62907303e65c1a2667e6830e5d7c49878896fc6a9a7119d373fd5abcd0a0,07/06/2021 02:19:00,07/06/2021 04:48:59,,CATD,ESCANER,ACTA PREP
040415B0100,040415B010002,04,CAMPECHE,011,CALAKMUL,0415,01,B,00,2,2,113,321,2,323,3,122,5,6,0,14,152,4,7,1,,1,1,0,1,0,6,323,323,416,2,,1,F,be2a29976517a4d55cd87ed8afd9055ea239a737c174537d812ad958b781ecbf,07/06/2021 02:43:00,07/06/2021 02:49:35,07/06/2021 03:00:08,CATD,ESCANER,ACTA PREP
040415C0100,040415C010002,04,CAMPECHE,011,CALAKMUL,0415,01,C,00,2,2,107,328,0,328,1,110,6,2,2,13,173,3,6,2,,1,2,0,1,0,6,328,328,415,0,,1,F,e488b6941991fd79404525df59d372d9c0af075050aaa9b18541c8b7e6f6bbcb,07/06/2021 02:35:00,07/06/2021 02:42:01,07/06/2021 03:00:08,CATD,ESCANER,ACTA PREP
040415E0100,040415E010002,04,CAMPECHE,011,CALAKMUL,0415,01,E,00,2,2,137,378,0,378,9,74,0,0,2,60,165,13,10,2,,5,0,0,0,0,16,378,356,495,0,,1,F,af23e059b58a49657797956125c66ab47bb5c8c21b7d1c975f30351f51c283d5,07/06/2021 05:21:00,07/06/2021 05:24:35,07/06/2021 05:40:05,CATD,ESCANER,ACTA PREP
040415E0101,040415E010102,04,CAMPECHE,011,CALAKMUL,0415,01,E,01,2,2,148,366,1,367,7,95,4,27,1,39,160,6,13,1,,1,1,0,0,0,12,367,367,495,1,,1,F,99b1ce2007c21b3f0181128d857ec42ab8032d3467cdee8e30682f80076fddc4,07/06/2021 05:42:00,07/06/2021 05:48:33,07/06/2021 06:00:06,CATD,ESCANER,ACTA PREP
040416B0100,040416B010002,04,CAMPECHE,011,CALAKMUL,0416,01,B,00,2,2,63,170,2,172,5,42,1,21,0,4,71,4,14,1,,1,1,0,0,0,7,172,172,215,2,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,949865b8fc653c8db7d83d028a3d78dbbf2bd766946b7dffeffec5b2772e85d2,06/06/2021 23:01:00,06/06/2021 23:06:41,06/06/2021 23:20:05,CATD,ESCANER,ACTA PREP
040417B0100,040417B010002,04,CAMPECHE,011,CALAKMUL,0417,01,B,00,2,2,282,423,5,422,8,136,1,7,0,30,213,8,7,1,,5,0,0,0,0,0,422,416,686,5,,1,F,869027264ee51066cf77d1485ad578cecf602c565b2c00936ce23eb615a17c7e,07/06/2021 05:54:00,07/06/2021 05:58:29,07/06/2021 06:20:04,CATD,ESCANER,ACTA PREP
040417C0100,040417C010002,04,CAMPECHE,011,CALAKMUL,0417,01,C,00,2,2,295,410,1,411,14,114,0,14,1,33,206,7,3,2,,5,2,0,1,0,9,411,411,686,1,,1,F,4e5d0ee6e77e706235026d302a30ea3a6663419e4cc0def089a2c75d7adbb2fe,07/06/2021 01:03:00,07/06/2021 01:39:24,07/06/2021 02:00:07,CATD,ESCANER,ACTA PREP
040417C0200,040417C020002,04,CAMPECHE,011,CALAKMUL,0417,02,C,00,2,2,250,444,12,15,9,120,4,13,2,41,215,7,16,0,,4,2,0,0,0,8,441,441,686,12,,1,F,e32c2fab25ed4678f29af223b7adea0dca586a8d10090e3a3ad0c0ed895c5510,07/06/2021 01:09:00,07/06/2021 01:15:27,07/06/2021 01:40:06,CATD,ESCANER,ACTA PREP
040417C0300,040417C030002,04,CAMPECHE,011,CALAKMUL,0417,03,C,00,2,2,272,427,7,434,7,124,1,10,1,34,225,11,6,0,,3,0,0,0,3,9,434,434,686,7,,1,F,a35e171b356631dd698bf695fc090b924cca961c5324ec15485e639b0500b1db,07/06/2021 05:01:00,07/06/2021 05:10:51,07/06/2021 05:20:05,CATD,ESCANER,ACTA PREP
040417C0400,040417C040002,04,CAMPECHE,011,CALAKMUL,0417,04,C,00,2,2,273,424,9,0,12,129,2,9,3,47,205,3,8,2,,7,1,0,0,0,5,433,433,686,9,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,d31cb1ad7598aa2d91eaf18c3a1e53d5a08a807ab8d639bb0dc2e5cdec180306,07/06/2021 03:39:00,07/06/2021 03:46:19,07/06/2021 04:00:07,CATD,ESCANER,ACTA PREP
040417C0500,040417C050002,04,CAMPECHE,011,CALAKMUL,0417,05,C,00,2,2,275,425,7,431,10,129,2,6,5,42,204,6,12,3,,4,0,0,0,0,8,431,431,686,7,,1,F,dda24d45e449d32479619de3aa3883dab31d4295f49221e35e1776e38dbe0d97,07/06/2021 04:48:00,07/06/2021 04:56:56,07/06/2021 05:20:05,CATD,ESCANER,ACTA PREP
040417E0100,040417E010002,04,CAMPECHE,011,CALAKMUL,0417,01,E,00,2,2,96,306,2,308,2,87,0,8,3,42,154,3,5,2,,1,0,0,0,0,1,308,308,384,2,,1,F,d5e80442bd0a99ef63fb39c87f30c19430225c01c34d855a2e5ccea35a51ba2a,06/06/2021 23:58:00,07/06/2021 00:05:52,07/06/2021 00:20:06,CATD,ESCANER,ACTA PREP
040418B0100,040418B010002,04,CAMPECHE,011,CALAKMUL,0418,01,B,00,2,2,71,98,3,98,14,16,0,9,0,3,48,0,5,1,,0,0,0,0,0,2,98,98,149,3,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,64e5132258e03ceb0438148af47be7c394ea70847ede52986f1f384d66313aca,06/06/2021 22:38:00,06/06/2021 22:45:47,06/06/2021 23:00:05,CATD,ESCANER,ACTA PREP
040419B0100,040419B010002,04,CAMPECHE,011,CALAKMUL,0419,01,B,00,2,2,148,248,10,0,4,67,3,36,1,12,101,14,10,0,,3,0,0,0,0,7,258,258,385,10,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,9ec5fc44bcd8b139d5681f801b4c274cb4a0c3a41cb30e53bc27a43c81ec6f13,07/06/2021 01:30:00,07/06/2021 01:36:31,07/06/2021 01:40:06,CATD,ESCANER,ACTA PREP
040420B0100,040420B010002,04,CAMPECHE,011,CALAKMUL,0420,01,B,00,2,2,81,211,0,211,1,58,10,7,0,7,91,22,4,0,,0,0,0,0,0,11,0,211,272,0,,1,F,96ed747d3f932c1584a0cc41d4d63539474c6faaa3538431bb45bbc84d821e07,07/06/2021 08:11:00,07/06/2021 08:15:42,07/06/2021 08:20:05,CATD,ESCANER,ACTA PREP
040421B0100,040421B010002,04,CAMPECHE,011,CALAKMUL,0421,01,B,00,2,2,189,436,6,442,3,96,2,9,3,39,258,5,9,2,,3,2,0,0,0,11,442,442,611,6,,1,F,b9a5f3051af4f0fadb4502538bef42c8a32602bf019b7c2f5208a108f0d81323,07/06/2021 08:21:00,07/06/2021 08:26:36,07/06/2021 08:40:05,CATD,ESCANER,ACTA PREP
040421C0100,040421C010002,04,CAMPECHE,011,CALAKMUL,0421,01,C,00,2,2,192,435,4,439,4,123,0,6,1,37,232,11,5,1,,1,2,0,0,0,16,439,439,611,4,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,4419f7adc9d4dc7823e98900208db59401b4ea675009f11071f71c18f5b8c157,07/06/2021 08:00:00,07/06/2021 08:04:42,07/06/2021 08:20:05,CATD,ESCANER,ACTA PREP
040421C0200,040421C020002,04,CAMPECHE,011,CALAKMUL,0421,02,C,00,2,2,176,452,2,454,5,101,2,8,1,27,250,23,6,2,,6,0,0,1,0,21,454,453,611,2,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,1bf6900b250a1f2bc0288a4cce41a2453dcd41ec05e7856a7ace84b6d481fc6b,07/06/2021 08:27:00,07/06/2021 08:47:48,07/06/2021 09:00:05,CATD,ESCANER,ACTA PREP
040422B0100,040422B010002,04,CAMPECHE,011,CALAKMUL,0422,01,B,00,2,2,174,309,5,314,1,69,7,30,5,19,158,4,7,4,,3,0,0,0,0,7,314,314,468,5,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,2b37d17a126346166c13ef263634ebf39271509b6a4a991c50316870ec1b304e,07/06/2021 00:37:00,07/06/2021 00:42:18,07/06/2021 01:00:06,CATD,ESCANER,ACTA PREP
040422C0100,040422C010002,04,CAMPECHE,011,CALAKMUL,0422,01,C,00,2,2,202,282,3,285,1,71,8,9,1,10,148,5,8,2,,1,1,0,0,0,20,285,285,467,3,,1,F,da9ed2c72d3791b8f7137ed1ea047ca0eac534c6b03a98cb15b5319f351d2d14,07/06/2021 00:41:00,07/06/2021 00:47:46,07/06/2021 01:00:06,CATD,ESCANER,ACTA PREP
040423B0100,040423B010002,04,CAMPECHE,011,CALAKMUL,0423,01,B,00,2,2,46,225,1,225,1,76,2,6,0,9,118,3,3,3,,2,0,0,0,0,3,225,226,250,1,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,02e9cada06dc19f58700a4630c99d194c700068866f5111fdb24f9288f12bfb0,06/06/2021 21:58:00,06/06/2021 22:04:52,06/06/2021 22:20:05,CATD,ESCANER,ACTA PREP
040424B0100,040424B010002,04,CAMPECHE,011,CALAKMUL,0424,01,B,00,2,2,140,290,4,293,2,110,0,9,0,14,127,9,12,0,,0,2,0,0,0,8,293,293,415,4,,1,F,7eb1e12611e22231672ce8df189b2a792c299c10bab6f76be938a218eb421436,07/06/2021 05:05:00,07/06/2021 05:18:22,,CATD,ESCANER,ACTA PREP
040425B0100,040425B010002,04,CAMPECHE,011,CALAKMUL,0425,01,B,00,2,2,211,405,4,411,1,97,2,31,0,39,208,7,4,3,,7,0,0,1,0,11,411,411,602,4,,1,F,7f9a690bb7af81198384738631cc3450b8f71035fead426c4417e595a6707668,07/06/2021 06:52:00,07/06/2021 06:56:11,07/06/2021 07:00:07,CATD,ESCANER,ACTA PREP
040425C0100,040425C010002,04,CAMPECHE,011,CALAKMUL,0425,01,C,00,2,2,185,430,5,437,3,121,3,18,1,43,215,5,12,3,,0,0,0,0,0,13,437,437,602,5,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,eefc64295af1b28172952fb865d552cd2933987d90b1e56e75713058a99608b1,07/06/2021 06:58:00,07/06/2021 07:01:45,07/06/2021 07:20:05,CATD,ESCANER,ACTA PREP
040426B0100,040426B010002,04,CAMPECHE,011,CALAKMUL,0426,01,B,00,2,2,157,440,1,441,0,59,2,26,3,81,222,13,10,7,,2,1,0,0,0,15,441,441,578,1,,1,F,15b803bfbc91012c06457c3815ff4212259cf7d5eeb440c3fb474470721d9f1a,07/06/2021 06:20:00,07/06/2021 06:26:13,07/06/2021 06:40:05,CATD,ESCANER,ACTA PREP
040426E0100,040426E010002,04,CAMPECHE,011,CALAKMUL,0426,01,E,00,2,2,179,417,0,0,3,109,1,58,1,36,175,8,4,1,,5,0,0,0,0,16,417,417,576,0,,1,F,f22e0295d4793b44200eeb98307cc97275a0adc592fe93aa7cd499ab32ed3c0f,07/06/2021 12:52:00,07/06/2021 12:56:40,07/06/2021 13:00:06,CATD,ESCANER,ACTA PREP
040426E0101,040426E010102,04,CAMPECHE,011,CALAKMUL,0426,01,E,01,2,2,173,419,2,422,3,109,1,41,1,41,190,9,4,1,,3,0,0,0,0,19,422,422,576,2,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,9ab60352dc267dc421849309560fe4711637c7123527a70a7893c03edbc704d4,07/06/2021 07:16:00,07/06/2021 08:47:27,07/06/2021 09:00:05,CATD,ESCANER,ACTA PREP
040426E0102,040426E010202,04,CAMPECHE,011,CALAKMUL,0426,01,E,02,2,2,187,408,1,409,5,102,0,66,2,18,191,6,7,3,,0,1,0,0,0,8,409,409,576,1,,1,F,030d7e0fbccf52e661880b9793fa7cca4a27278dea7fce061222baa3b9cbaa9e,07/06/2021 06:26:00,07/06/2021 06:31:09,07/06/2021 06:40:05,CATD,ESCANER,ACTA PREP
040427B0100,040427B010002,04,CAMPECHE,011,CALAKMUL,0427,01,B,00,2,2,182,372,0,0,4,111,3,24,0,22,191,5,6,1,,3,0,0,1,0,10,371,381,546,0,,1,F,f93428f8357225437ac39c1fabfb2c773b1eb39048cbc08133e4fab2183d038f,07/06/2021 03:16:00,07/06/2021 03:23:16,07/06/2021 03:40:06,CATD,ESCANER,ACTA PREP
040427C0100,040427C010002,04,CAMPECHE,011,CALAKMUL,0427,01,C,00,2,2,177,386,0,396,1,98,4,29,0,37,199,0,4,2,,4,0,0,0,0,13,396,391,546,0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,5f593ba09e0d53a28bd8420215816c7d9c35096c0993e1d32a8559292c33b55e,07/06/2021 03:32:00,07/06/2021 03:37:32,07/06/2021 03:40:06,CATD,ESCANER,ACTA PREP
040427C0200,040427C020002,04,CAMPECHE,011,CALAKMUL,0427,02,C,00,2,2,187,378,0,378,2,103,0,24,0,18,202,6,4,3,,3,1,0,0,0,12,378,378,545,0,,1,F,161eaa97333435ff9e53a1c4f27cd89205f2197bd87f97bfc8e23950e94acd05,07/06/2021 02:51:00,07/06/2021 03:08:48,,CATD,ESCANER,ACTA PREP
040440B0100,040440B010002,04,CAMPECHE,008,TENABO,0440,01,B,00,2,2,118,428,13,441,78,93,5,0,5,25,137,7,60,18,,11,0,0,0,0,2,441,441,539,13,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,161665e14750152f0b60e8a59b1ed0e9529dd4cc3338701616961516aad0e19c,07/06/2021 02:24:00,07/06/2021 02:27:47,07/06/2021 02:40:07,CATD,ESCANER,ACTA PREP
040440C0100,040440C010002,04,CAMPECHE,008,TENABO,0440,01,C,00,2,2,147,397,15,412,59,70,0,1,11,34,143,2,63,8,,11,4,0,0,0,5,412,411,539,15,,1,F,417c1d0ca2c28eeace59aba36c5ca7c38be049b26f4853a8d098123073dfc0f1,07/06/2021 04:22:00,07/06/2021 04:27:19,07/06/2021 04:40:05,CATD,ESCANER,ACTA PREP
